MH30pk
1.000019    0.000581
0.99531    0.001012
0.986342    0.001963
0.976125    0.003187
0.965374    0.004564
0.954458    0.006028
0.943485    0.007544
0.932465    0.009106
0.921411    0.010687
0.910354    0.012287
0.899273    0.013896
0.888204    0.015509
0.877128    0.017117
0.866061    0.018721
0.854992    0.020314
0.843932    0.021896
0.832877    0.023457
0.821827    0.025003
0.810781    0.026524
0.799731    0.028026
0.788712    0.029498
0.777679    0.030935
0.76666    0.032344
0.755633    0.033712
0.744596    0.035054
0.733566    0.036356
0.722527    0.037628
0.711493    0.03886
0.700446    0.040059
0.6894    0.041222
0.678345    0.042352
0.667293    0.043446
0.65623    0.044504
0.645159    0.045532
0.634091    0.046525
0.623009    0.047487
0.611923    0.04842
0.600844    0.049321
0.589754    0.050189
0.578652    0.051031
0.567557    0.051844
0.556455    0.052627
0.545344    0.053384
0.534245    0.054113
0.523145    0.054808
0.512045    0.055475
0.500951    0.056107
0.489854    0.056706
0.478764    0.057268
0.467673    0.057794
0.456582    0.058282
0.445491    0.058733
0.4344    0.059145
0.423306    0.059518
0.412214    0.059855
0.401128    0.06015
0.390038    0.060404
0.378955    0.060618
0.367874    0.060788
0.356798    0.060914
0.345729    0.060991
0.334664    0.061022
0.323613    0.061001
0.312559    0.060926
0.301519    0.060798
0.290489    0.06061
0.279457    0.060363
0.268437    0.060056
0.257421    0.059686
0.246415    0.059254
0.235424    0.058755
0.224455    0.058187
0.21351    0.057541
0.202583    0.056813
0.191684    0.055999
0.180814    0.055092
0.169976    0.054086
0.159174    0.052973
0.148416    0.051747
0.137709    0.050398
0.127057    0.048916
0.116473    0.047292
0.10597    0.045513
0.09557    0.043565
0.085287    0.041431
0.075151    0.039094
0.065203    0.036535
0.055484    0.033729
0.046068    0.030664
0.03708    0.027331
0.02869    0.023748
0.021211    0.020033
0.015014    0.016409
0.010308    0.013167
0.006947    0.010442
0.004581    0.008179
0.0029    0.006266
0.001697    0.004607
0.000856    0.003131
0.000309    0.001786
3.6e-05    0.000558
5.7e-05    -0.000616
0.000527    -0.001771
0.001373    -0.002927
0.00256    -0.004111
0.004147    -0.005373
0.006266    -0.006768
0.009154    -0.008365
0.013186    -0.010237
0.018789    -0.012399
0.026102    -0.014727
0.034738    -0.016992
0.04418    -0.019041
0.054102    -0.020842
0.064308    -0.022408
0.07471    -0.023763
0.08525    -0.024933
0.095897    -0.025939
0.106633    -0.026803
0.117439    -0.027542
0.128302    -0.028173
0.139212    -0.028704
0.150161    -0.029152
0.161138    -0.029521
0.172142    -0.029822
0.183164    -0.030057
0.194208    -0.030235
0.20527    -0.030361
0.216345    -0.030439
0.227435    -0.030473
0.238534    -0.030469
0.249635    -0.030426
0.260752    -0.030348
0.271873    -0.030239
0.283    -0.030099
0.294133    -0.029931
0.30527    -0.029737
0.316414    -0.029518
0.327559    -0.029277
0.338707    -0.029013
0.34986    -0.028729
0.361012    -0.028425
0.372167    -0.0281
0.383329    -0.027759
0.394493    -0.027401
0.405658    -0.027028
0.416826    -0.02664
0.427995    -0.026239
0.439165    -0.025824
0.450337    -0.025397
0.461507    -0.024957
0.472681    -0.024506
0.483852    -0.024043
0.495027    -0.023567
0.506211    -0.023082
0.517385    -0.022591
0.528564    -0.022087
0.539751    -0.021578
0.550928    -0.021062
0.562112    -0.020537
0.573297    -0.020006
0.584487    -0.019469
0.595668    -0.018927
0.606845    -0.018376
0.618036    -0.017823
0.629225    -0.017267
0.640415    -0.016706
0.651606    -0.016141
0.662798    -0.015571
0.673991    -0.015001
0.685176    -0.014427
0.69636    -0.013848
0.707544    -0.013271
0.71873    -0.01269
0.729919    -0.01211
0.741107    -0.011529
0.752296    -0.01095
0.763486    -0.01037
0.774678    -0.009791
0.785867    -0.009214
0.797055    -0.008642
0.808238    -0.008075
0.81942    -0.007516
0.830596    -0.006963
0.841773    -0.006422
0.852949    -0.005888
0.864115    -0.005367
0.875282    -0.004857
0.886441    -0.004362
0.897592    -0.003885
0.908749    -0.003426
0.919896    -0.002983
0.93103    -0.002565
0.942166    -0.00217
0.953275    -0.001802
0.964374    -0.001469
0.975394    -0.001159
0.985962    -0.000882
0.99522    -0.000663
0.999981    -0.000581
